movie_title,title_year,region,budget,gross
Past Life,2010,USA,15000000.0,106945541.38337784
Visitors,2022,France,148000000.0,634927516.722424
Blood Reign: Curse of the Yoma,1989,Japan,75000000.0,32567952.806498233
A Tenkes kapitánya,1964,Hungary,18000000.0,13125251.437574457
The Edge of Night,1956,USA,39000000.0,25649637.80364735
King of the Road,2016,USA,31000000.0,253746772.94331497
Maelstrom,1985,United Kingdom,3000000.0,1220276.2152556488
Nine to Five,1982,USA,10000000.0,103300000.0
Cold Blooded: The Clutter Family Murders,2017,USA,7000000.0,3278805.9824991184
Mask,2015,South Korea,7500000.0,42400000.0
Hole in the Wall,2008,USA,37000000.0,127469774.19495249
The Professional,2021,Iran,84000000.0,5019676.732947059
The Last Place on Earth,1985,United Kingdom,114000000.0,40504041.121470414
Bitter Fruit,2008,Serbia,97000000.0,920429241.3405354
Ripley's Believe It or Not!,1982,USA,17000000.0,20398084.58557763
Maxxx,2020,United Kingdom,19000000.0,92230345.01407526
The Mountain,2004,USA,95000.0,1671445.0
Traders,1996,Canada,3000000.0,423459.3057783569
Live Free or Die,2014,USA,31000000.0,10330659.685536368
Chairman of the Board,1997,USA,50000000.0,166504813.24889427
Sex Is Zero,2002,South Korea,5000000.0,3624506.2648917665
Gangster,2006,India,35000000.0,30265101.481140997
1911,2011,China,30000000.0,3807134.0
Robin Robin,2021,United Kingdom,26000000.0,198012063.68547088
Victor Crowley,2017,USA,59000000.0,41539765.676472
Last Orders,2001,United Kingdom,33000000.0,51693463.58134809
Living Is Easy with Eyes Closed,2013,Spain,625000000.0,5479677593.562593
The Comedy of Terrors,1963,USA,21000000.0,23259569.993513845
Let It Be,1970,United Kingdom,18000000.0,69381305.65029517
Vile,2011,USA,30000000.0,89029917.94398007
Foo Fighters: Back and Forth,2011,USA,73000000.0,170366652.6336659
Backbeat,1994,United Kingdom,42000000.0,34471567.951664515
Audrey Rose,1977,USA,8000000.0,13100341.544418834
Welcome Back,2015,India,36000000.0,22229508.917433117
Atithi Tum Kab Jaoge?,2010,India,2100000.0,5400000.0
Voyage to the Bottom of the Sea,1961,USA,1580000.0,7000000.0
The Hand,1981,USA,6500000.0,566736.0
Remember the Night,1940,USA,9000000.0,43242088.26110597
Flora & Ulysses,2021,USA,3000000.0,5915851.779591585
Norman,2016,Israel,33000000.0,17165761.90095908
Infinite Storm,2022,United Kingdom,4749917.0,1564696.0
Angamaly Diaries,2017,India,610000.0,3100000.0
Effie Gray,2014,United Kingdom,17000000.0,161771863.38881692
Fatal Affair,2020,USA,4000000.0,9622536.251214355
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,Japan,9400000.0,20000000.0
The Punch Bowl,1944,Germany,44000000.0,87195686.1618389
Evaru,2019,India,47000000.0,5743949.786016586
The Big Ugly,2020,USA,42000000.0,5596764.144600684
King Kong Lives,1986,USA,10000000.0,4711220.0
Seconds Apart,2011,USA,10000000.0,36358828.22799309
Fox and His Friends,1975,West Germany,196000000.0,1372532280.0995822
Restraint,2008,Australia,20000000.0,126187419.12880586
The Emperor and the Assassin,1998,China,28000000.0,34598601.59692902
Beginning of the Great Revival,2011,China,38000000.0,32758013.585721295
Ajami,2009,Germany,1000000.0,1331651.0
Five Graves to Cairo,1943,USA,855000.0,1200000.0
Kidnapping Stella,2019,Germany,189000000.0,116049688.81788442
Holiday Affair,1949,USA,963000000.0,1406546354.6414027
Corsage,2022,Austria,7580600.0,537274.0
The Story of Qiu Ju,1992,China,286000000.0,172921313.3194574
Mr. Skeffington,1944,USA,2000000.0,803862.3021504802
Lapland Odyssey,2010,Finland,47000000.0,166949473.47000185
Blackbeard's Ghost,1968,USA,877000000.0,88140072.84983838
Heart of Glass,1976,West Germany,89000000.0,75171309.94304912
Jalsa,2008,India,50000000.0,127283804.31171852
Prick Up Your Ears,1987,United Kingdom,87000000.0,115275556.44952333
The Gorgon,1964,United Kingdom,4000000.0,2090847.466480474
The Times of Harvey Milk,1984,USA,24000000.0,8421437.514059467
The Four Feathers,1939,United Kingdom,35000000.0,29882645.0
Main Khiladi Tu Anari,1994,India,20000000.0,16643207.695864782
"Kiki, Love to Love",2016,Spain,5000000.0,2354644.136550881
Sorry to Disturb,2008,Egypt,25000000.0,3058337.1705290657
Bambi Meets Godzilla,1969,Canada,2000000.0,1173105.0121419919
Nimic,2019,Germany,46000000.0,162303113.0937016
Sardar,2022,India,98000000.0,217408642.672091
Coup de Torchon,1981,France,2000000.0,8297612.8382670535
Warriors of Future,2022,China,35000000.0,203156812.3309431
Those People,2015,USA,31000000.0,25893822.94112227
Every Thing Will Be Fine,2015,Germany,12000000.0,554953.0
Bloodsucking Bastards,2015,USA,4000000.0,5721359.3203701
The Last Deadly Mission,2008,France,57000000.0,172267510.21652922
Losing Isaiah,1993,USA,17000000.0,7603766.0
Oru CBI Diary Kurippu,1988,India,3000000.0,1604048.4305839941
Salako,1974,Turkey,24000000.0,10214403.018382687
Der Tunnel,2001,Germany,774000000.0,1538734992.949318
Psycho Beach Party,2000,USA,1500000.0,268117.0
100 Things,2018,Germany,66000000.0,80345789.86377078
Resort to Love,2021,USA,57000000.0,100726144.69845389
Mis,1981,Poland,37000000.0,58341449.49929131
The Last Battle,1983,France,28000000.0,26826057.899681974
Jacknife,1989,USA,422000000.0,1852637517.2094631
Satan's Little Helper,2004,USA,772000000.0,1367094940.475758
Godzilla vs. Megalon,1973,Japan,760000.0,980000.0
He Walked by Night,1948,USA,29000000.0,86841431.10464667
The Brother from Another Planet,1984,USA,3000000.0,11292009.703293087
OK Kanmani,2015,India,940000.0,5100000.0
Summer Interlude,1951,Sweden,100000000.0,170308402.56091183
Boiling Point,1993,USA,428000000.0,310296824.14886355
Le Deuxième Souffle,1966,France,7000000.0,1850224.7336959469
The ComDads,1983,France,23000000.0,138545229.0177281
Hatred,2016,Poland,51000000.0,112528586.3457571
I Melt with You,2011,USA,3000000.0,3303097.932978305
Maybe... Maybe Not,1994,Germany,82000000.0,127996372.90955873
Satanic Panic,2019,USA,22000000.0,3376755.7932280344
Billy Jack,1971,USA,46000000.0,47197458.0030567
Beau Geste,1939,USA,43000000.0,246963225.93040717
Enforcement,2020,Denmark,63000000.0,258294690.24967396
Curse of the Pink Panther,1983,United Kingdom,11000000.0,4491986.0
Elena Undone,2010,USA,141000000.0,72456285.1498306
Animal Farm,1954,United Kingdom,20000000.0,38903189.539324306
All Roads Lead to Rome,2015,Italy,81000000.0,695736572.1002662
Secret Headquarters,2022,USA,549000000.0,3345483076.8979964
The Country Girl,1954,USA,15000000.0,120618427.53217563
Big Fish & Begonia,2016,China,4531653.0,84552250.0
Mission London,2010,Bulgaria,1400000.0,1891264.0
Karthikeya,2014,India,39000000.0,66132318.38034037
Angel and the Badman,1947,USA,7000000.0,8128691.161231136
Born in East L.A.,1987,USA,19000000.0,111413018.88425584
Chimpanzee,2012,United Kingdom,5000000.0,34823764.0
Kevin Hart: Laugh at My Pain,2011,USA,10000000.0,1644385.1340209413
Center Stage: Turn It Up,2008,USA,2000000.0,1120021.7992243697
Justin and the Knights of Valour,2013,Spain,22000000.0,19799759.0
The Eight Hundred,2020,China,80000000.0,460919368.0
Endless Poetry,2016,Chile,89000000.0,695626104.437733
Matru Ki Bijlee Ka Mandola,2013,India,6500000.0,8100000.0
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,USA,20000000.0,43215350.7864286
Peyton Place,1957,USA,28000000.0,132313266.9975091
R... Rajkumar,2013,India,20000000.0,24826652.449051425
Khumba,2013,South Africa,20000000.0,27187375.0
The Man Who Sold His Skin,2020,Tunisia,30000000.0,6404638.935705384
Space Battleship Yamato,2010,Japan,12000000.0,49827298.0
S.O.B.,1981,USA,2000000.0,1402495.4672618627
Period. End of Sentence.,2018,USA,49000000.0,36205820.63764282
Outfoxed: Rupert Murdoch's War on Journalism,2004,USA,12000000.0,96394946.73597553
Calm with Horses,2019,Ireland,71000000.0,75982913.54151444
The Kill Team,2019,United Kingdom,54000000.0,8696819.702658053
Kis Kisko Pyaar Karoon,2015,India,1000000.0,4929308.337158114
Life with Mikey,1993,USA,2000000.0,12440858.0
Humpday,2009,USA,259000000.0,985154378.6143963
Blood Fest,2018,USA,32000000.0,6038875.385687447
Running Out of Time,1999,China,225000.0,1866462.0
Dying Breed,2008,Australia,16000000.0,15302594.62183361
Nico and Dani,2000,Spain,32000000.0,179364983.42753425
Where the Money Is,2000,Germany,10000000.0,15375831.602899777
Against the Sun,2014,USA,88000000.0,140753512.10718137
Breakin' All the Rules,2004,USA,14000000.0,13428560.38256746
Crooks in Clover,1963,France,19000000.0,100998002.62030856
Duck Dodgers in the 24½th Century,1953,USA,17000000.0,9011828.25168147
Love Streams,1984,USA,24000000.0,46690079.63855997
The Trip to Spain,2017,United Kingdom,22000000.0,10683797.997797458
Best Defense,1984,USA,18000000.0,19265302.0
Beneath the Darkness,2011,USA,7300000.0,23998.0
Thaanaa Serndha Koottam,2018,India,8000000.0,20914144.444437124
Jai Lava Kusa,2017,India,22000000.0,36244788.80211043
An Evening with Beverly Luff Linn,2018,United Kingdom,42000000.0,16405766.303012472
Walt Before Mickey,2015,USA,43000000.0,190912539.57535508
A Scene at the Sea,1991,Japan,79000000.0,202018829.4339522
Sherlock Holmes and the Secret Weapon,1942,USA,16000000.0,3444082.497705104
Children of the Corn,1984,USA,800000.0,14568989.0
Isle of Flowers,1989,Brazil,42000000.0,153705445.50747848
David Lynch: The Art Life,2016,USA,179554.0,311470.0
At the Circus,1939,USA,10000000.0,5875408.910375585
Bombay Velvet,2015,India,18000000.0,1500000.0
Karla,2006,USA,41000000.0,28033722.310817353
The Train Robbers,1973,USA,43000000.0,382834000.561935
Dia,2020,India,27000000.0,77933245.56453393
Twelfth Night,1996,Ireland,31000000.0,19108140.402769007
The Hatton Garden Job,2017,United Kingdom,43000000.0,136704842.31329674
Squirm,1976,USA,42000000.0,15965623.69965641
City of Industry,1997,USA,8000000.0,1568258.0
Impetigore,2019,Indonesia,15000000.0,28095069.116171688
The Saddest Music in the World,2003,Canada,22000000.0,56554187.16783945
The Daytrippers,1996,Canada,27000000.0,132031399.33010052
Dark Horse,2011,USA,21000000.0,1110457.183260049
Madman,1981,USA,33000000.0,128912461.2054658
Aramizda Kalsin,2013,Turkey,16000000.0,67942307.13668725
Blame!,2003,Japan,19000000.0,24789223.29600162
The Porter,2022,Canada,598000000.0,434542797.45937264
Booba,2014,United Kingdom,44000000.0,16088223.318173232
Blind Justice,2005,USA,91000000.0,4901695.493473832
Peach Girl,2005,Japan,31000000.0,58449370.82296777
Liberty,2018,Denmark,31000000.0,97927390.21354607
A Year in Space,2015,USA,21000000.0,18180599.14909422
Buffalo Bill,1983,USA,593000000.0,318907519.44480425
Possessions,2020,Israel,25000000.0,26648810.341541484
Two Cops,2017,South Korea,1000000.0,840545.6430484888
When Evil Calls,2006,United Kingdom,316000000.0,1537618527.7152858
Hello!,2017,India,25000000.0,1370363.0828661134
Résistance,2014,France,40000000.0,335711439.7879461
Nuclear Family,2021,USA,4000000.0,577662.8398112766
The Judy Garland Show,1963,USA,7000000.0,10546967.24073473
Returning the Favor,2017,USA,9000000.0,44916322.80965577
Nurses,1991,USA,98000000.0,161515448.56724715
4N1K,2018,Turkey,92000000.0,96778539.28437155
The High Life,1994,United Kingdom,16000000.0,22844175.38130629
Deadly Sins,2012,USA,25000000.0,25427602.85989558
Geet,2010,India,33000000.0,260765303.369354
All Wrong,2017,USA,44000000.0,55389535.56314975
The Knockout,2023,China,46000000.0,232838202.89729124
Queenie,1987,USA,2000000.0,278637.78556954453
Willo the Wisp,1981,United Kingdom,32000000.0,99361833.64198247
Anything But Love,1989,USA,295000000.0,26297330.48416681
Turbulent Skies,2020,Netherlands,43000000.0,95888642.30840112
Crossbow,1987,France,47000000.0,2447768.4121278427
Bloodlines,2010,New Zealand,40000000.0,53481630.492556825
Trinity,2009,United Kingdom,83000000.0,48679939.23291959
Mail Call,2002,USA,9000000.0,10353591.822511828
The Thief of Bagdad,1924,USA,81000000.0,142682748.60260218
TT3D: Closer to the Edge,2011,United Kingdom,77000000.0,86976134.51334399
"Endings, Beginnings",2019,USA,24000000.0,67728519.13412863
Election 2,2006,China,2000000.0,9794098.146224314
Planet of the Vampires,1965,Italy,10000000.0,7687178.201609874
Harrison's Flowers,2000,France,10000000.0,6930612.358879403
Junior Bonner,1972,USA,34000000.0,151313272.54915136
Maanagaram,2017,India,779000.0,1550000.0
Last Breath,2019,United Kingdom,2000000.0,691460.7012154055
Sunday Bloody Sunday,1971,United Kingdom,2000000.0,1992368.3316983464
Hurricane Bianca,2016,USA,18000000.0,31863636.462721966
Club Paradise,1986,USA,15000000.0,12308521.0
Future World,2018,USA,23000000.0,23576351.3888558
Voyeur,2017,USA,16000000.0,26690387.041149788
They Died with Their Boots On,1941,USA,282000000.0,1392858381.0225558
Chamatkar,1992,India,95000000.0,5284938.13019318
Black Friday,2021,USA,51000000.0,96330936.54668882
Christmas with You,2022,USA,19000000.0,24905.751401794852
The Beyond,2017,United Kingdom,31000000.0,7228310.092479022
While at War,2019,Spain,4735684.0,12277353.0
Botched,2007,Germany,18000000.0,18282943.335239563
Murphy's Romance,1985,USA,13000000.0,30867525.0
Greater,2016,USA,5000000.0,28859567.445723653
Uncle Tom,2020,USA,987000000.0,1007653912.1554846
Last Exit to Brooklyn,1989,United Kingdom,93000000.0,25930239.706770957
Two Rode Together,1961,USA,1000000.0,2512442.32395934
Dolemite,1975,USA,120000.0,12000000.0
Carousel,1956,USA,39000000.0,7405044.672210038
Queen of Earth,2015,USA,36000000.0,18301962.259253267
13 Ghosts,1960,USA,20000000.0,36323888.419942856
A Second Chance,2014,Denmark,932000000.0,3732229197.595741
Becoming,2020,USA,26000000.0,49869004.67880599
Breaking News in Yuba County,2021,United Kingdom,28000000.0,233008517.99461812
A Score to Settle,2019,Canada,41000000.0,20332327.32943608
Do You Remember Dolly Bell?,1981,Yugoslavia,5000000.0,13290104.239933636
Prospero's Books,1991,United Kingdom,1738125.0,1750301.0
Suck Me Shakespeer 3,2017,Germany,19000000.0,13625202.385623157
Avalon,1990,USA,8000000.0,8826094.0
Maryland,2015,France,74000000.0,146583540.55656257
In This Gray Place,2018,USA,2000000.0,1880169.998615121
Jack Brooks: Monster Slayer,2007,Canada,21000000.0,28164359.674547877
Yaara,2020,India,22000000.0,7891562.535454236
The Milagro Beanfield War,1988,USA,25000000.0,43788839.45146671
Thieves' Highway,1949,USA,6000000.0,5737144.359525178
Little Dieter Needs to Fly,1997,Germany,25000000.0,168645455.86400187
Whisky,2004,Uruguay,980000000.0,3240500069.899725
Digging for Fire,2015,USA,8000000.0,12007232.835284386
Sparkle,2012,USA,14000000.0,24637469.0
Bro Daddy,2022,India,490000000.0,1414978713.1019926
Mr. & Mrs. Khiladi,1997,India,78000000.0,22716161.315895796
Asylum of Fear,2018,USA,2000000.0,3819070.634233895
Swept Away,1974,Italy,10000000.0,598645.0
Lone Wolf and Cub: Baby Cart at the River Styx,1972,Japan,42000000.0,24639402.35845574
Batman: Soul of the Dragon,2021,USA,299000000.0,443623700.24080914
Ashes in the Snow,2018,Lithuania,686000000.0,61916284.04037885
False Positive,2021,USA,24000000.0,25741215.037998736
Altered Carbon: Resleeved,2020,Japan,4000000.0,17171456.603428118
She Done Him Wrong,1933,USA,200000.0,2200000.0
Battle in Heaven,2005,Mexico,1601792.0,253527.0
Solstice,2007,USA,12000000.0,21650955.162901785
Slaughter High,1986,United Kingdom,15000000.0,4450190.971214763
Dark Ride,2006,USA,66000000.0,534258082.7577144
Teambuilding,2022,Romania,912000000.0,6765291931.575809
The Suspect,2013,South Korea,25000000.0,24665385.019811742
Reclaim,2014,China,7000000.0,15725283.036921097
Only the Strong,1993,France,6000000.0,3283371.0
Alone in the Dark,1982,USA,20000000.0,12693645.0
The Horribly Slow Murderer with the Extremely Inefficient Weapon,2008,USA,31000000.0,117266412.10703172
Gertrud,1964,Denmark,45000000.0,14657551.005979097
The Tree of Wooden Clogs,1978,Italy,15000000.0,61997036.79582386
Girl 6,1996,USA,12000000.0,4939939.0
Coming Home in the Dark,2021,New Zealand,15000000.0,4715434.69641169
Hunterrr,2015,India,42000000.0,71631086.50143611
The Ruling Class,1972,United Kingdom,95000000.0,3803625.719517966
Walking Out,2017,USA,24000000.0,37887738.28456651
Shadow of the Thin Man,1941,USA,821000.0,2301000.0
Oedipus Rex,1967,Italy,465000000.0,251894984.3811998
The Claim,2000,United Kingdom,99000000.0,97215405.70761704
Eyes Wide Open,2009,Israel,20000000.0,56137901.090676084
Drums Along the Mohawk,1939,USA,64000000.0,4612921.726000998
Mumbai Meri Jaan,2008,India,87000000.0,32276798.870576393
The Secrets We Keep,2020,USA,7200000.0,615233.0
Grand Masti,2013,India,4900000.0,19000000.0
A Kid in King Arthur's Court,1995,United Kingdom,32000000.0,47647405.53820092
The Breaker Upperers,2018,New Zealand,79000000.0,48632089.596943274
Lesson of the Evil,2012,Japan,10000000.0,37718594.73939805
Brighton Rock,1947,United Kingdom,31000000.0,48001396.00445644
Zazie dans le Métro,1960,France,35000000.0,68481846.65584727
Chandramukhi,2005,India,92000000.0,130657988.53149459
Terms and Conditions May Apply,2013,USA,10000000.0,28781524.531382903
The Desert Fox: The Story of Rommel,1951,USA,15000000.0,21913505.587563254
Caravaggio,1986,United Kingdom,594000000.0,369630202.3266895
The Adventures of Prince Achmed,1926,Germany,37000000.0,256471433.9637639
The Amateurs,2005,USA,14000000.0,13452405.674119866
Autumn Lights,2016,USA,31000000.0,55874164.692614675
My American Uncle,1980,France,5000000.0,8498551.470235912
Jonathan,2018,USA,73000000.0,69059638.01533492
Laserblast,1978,USA,30000000.0,102062444.51885757
The Manor,2021,USA,147000000.0,74530850.72159666
Hungama 2,2021,India,591000000.0,609472488.3246812
King Solomon's Mines,1950,USA,12500000.0,15057465.0
The Tower,2012,South Korea,8000000.0,26861475.23816821
The Tomb of Ligeia,1964,USA,21000000.0,25535959.04626201
Indoo Ki Jawani,2020,India,6000000.0,5480897.542287144
The Year My Parents Went on Vacation,2006,Brazil,26000000.0,30189719.86416768
Retroactive,1997,USA,23000000.0,22550829.3811037
Nightmare City,1980,Italy,448000000.0,139466717.54262945
Michael the Brave,1971,Romania,5000000.0,1704813.912421499
Loro,2018,Italy,14000000.0,5450709.256377653
The Sunshine Boys,1975,USA,19000000.0,152799483.67629328
Until the Light Takes Us,2008,USA,5000000.0,23930201.26351033
Any Day Now,2012,USA,87000000.0,319857277.0671345
AlphaGo,2017,USA,16000000.0,43559226.28772453
Molière,2007,France,11000000.0,22954468.588645708
Dasvidaniya,2008,India,9000000.0,1354665.2332056316
Kabzaa,2023,India,27000000.0,7953665.983663983
Daughters of Darkness,1971,Belgium,6000000.0,3416086.7810341776
The Manhattan Project,1986,USA,18000000.0,3900000.0
The Curse of the Werewolf,1961,United Kingdom,7000000.0,6861999.971893906
Terror by Night,1946,USA,65000000.0,14956356.555325665
Lilting,2014,United Kingdom,27000000.0,120201698.06742346
Bye Bye Love,1995,USA,18000000.0,26362440.443572663
Murder at the Gallop,1963,United Kingdom,50000000.0,54669966.879240274
The 16th Episode,2018,USA,32000000.0,69138028.43300185
The Dark Horse,2014,New Zealand,1000000.0,1370557.9865800703
Witless Protection,2008,USA,62000000.0,104802325.5964329
Dressed to Kill,1946,USA,6500000.0,31899000.0
Terror on the Prairie,2022,USA,304000000.0,436223282.6348016
The Border Post,2006,Croatia,3000000.0,4582720.31744338
Bubble,2022,Japan,88000000.0,166929642.20254338
Fail Safe,1964,USA,23000000.0,22970386.529749535
Iruvar,1997,India,50000000.0,456817.91517370177
There's No Business Like Show Business,1954,USA,21000000.0,137451585.91431677
Vinnaithaandi Varuvaayaa,2010,India,3000000.0,12000000.0
Hamari Adhuri Kahani,2015,India,5000000.0,1814818.9197175973
From the Land of the Moon,2016,France,10300000.0,47748.0
Alien Outpost,2014,United Kingdom,76000000.0,108098402.36606082
Crossing the Bridge: The Sound of Istanbul,2005,Germany,34000000.0,288836158.41398203
What Men Talk About,2010,Russia,1950000.0,12005838.0
Mimino,1977,Soviet Union,1000000.0,943506.5293431021
Darkland,2017,Denmark,97000000.0,29277773.152654354
Ship of Fools,1965,USA,39000000.0,43903370.456989124
Taste the Blood of Dracula,1970,United Kingdom,36000000.0,136869000.55759037
Cass,2008,United Kingdom,16000000.0,23841361.15182005
Amer,2009,Belgium,10000000.0,37753921.385447174
The Woman in Green,1945,USA,548000000.0,266437348.97435355
Uncorked,2020,USA,37000000.0,41916659.332065694
Warlock: The Armageddon,1993,USA,3000000.0,3902679.0
The Oh in Ohio,2006,USA,5000000.0,648183.0
Hagazussa,2017,Austria,54000000.0,650226.6063513531
The Little Princess,1939,USA,39000000.0,50048969.17447604
Women in Trouble,2009,USA,3000000.0,18097.0
Raymond & Ray,2022,USA,23000000.0,86058080.43870497
The Intervention,2016,USA,40000000.0,30513741.451441657
Sharky's Machine,1981,USA,17500000.0,35610100.0
Trojan War,1997,USA,15000000.0,309.0
Roundhay Garden Scene,1888,United Kingdom,78000000.0,449000803.6488947
The Mating Habits of the Earthbound Human,1999,USA,57000000.0,5939833.677397781
Hounddog,2007,USA,303000000.0,21671885.676718093
Vicious Fun,2020,Canada,60000000.0,30242426.677154288
"Same Time, Next Year",1978,USA,1180000.0,19703082.0
Samurai III: Duel at Ganryu Island,1956,Japan,43000000.0,49334297.02696827
Make It Happen,2008,USA,75000000.0,9293481.066479547
The Yard,2011,Canada,18000000.0,11926726.893918823
The Mayfair Set,1999,United Kingdom,29000000.0,28789777.569785316
The Wallflower,2010,Japan,42000000.0,101508934.83276492
The Jungle Bunch,2013,France,38000000.0,6280253.009234456
The Twisted Tales of Felix the Cat,1995,USA,30000000.0,32150972.62503387
Nox,2018,France,12000000.0,92099484.85262932
The Reaping,2017,Italy,40000000.0,62771059.0
Unprecedented,2022,USA,55000000.0,72089463.10929118
The Boy Next Door,2017,South Korea,4000000.0,52425855.0
Anything for Love,1997,Brazil,8000000.0,31818629.62221895
Moving On,2009,United Kingdom,78000000.0,7418099.845650195
Hellbenders,2012,USA,8000000.0,3794323.755385155
Solitary,2006,USA,25000000.0,69373948.13320419
The Huntress,2000,USA,98000000.0,39097272.192299426
Presença de Anita,2001,Brazil,60000000.0,191618550.99016467
Sophia,2016,Russia,28000000.0,63485280.60992923
Black Knight,2017,South Korea,50000000.0,33422806.0
The Fuzz,2014,USA,6000000.0,608077.4659603607
My Father's House,1981,United Kingdom,12000000.0,27195970.498488396
Monday Monday,2009,United Kingdom,50000000.0,232910397.29697302
She-Wolves: England's Early Queens,2012,United Kingdom,198000000.0,388885221.5133846
Jurassic Fight Club,2008,USA,90000000.0,31450006.6948821
Make My Day,2023,Japan,66000000.0,86702733.69440432
Angel Eyes,2014,South Korea,53000000.0,29700000.0
The Brave Ones,2022,South Africa,2000000.0,566322.6530165058
My Pet Monster,1987,Canada,87000000.0,240514565.3851141
Last Hope,2018,Japan,74000000.0,127729055.62178588
Two People,1979,United Kingdom,95000000.0,41228181.882681765
Semi-Detached,2019,United Kingdom,167000000.0,1219160293.553698
The Oracle,2013,Egypt,38000000.0,12966663.019263178
Fernando,2020,Spain,28000000.0,14624854.609651636
A.L.F.,1987,USA,74000000.0,186063627.07981947
Stillwater,2020,USA,20000000.0,19754272.0
The Passion,2008,United Kingdom,36000000.0,10984397.215498205
Onyx Equinox,2020,Mexico,35000000.0,99711629.54898113
The Hospital,1971,USA,23000000.0,4477033.313287678
Pari,2018,India,2600000.0,6000000.0
Pound of Flesh,2015,Canada,7500000.0,163080.0
Your Name Engraved Herein,2020,China,3000000.0,2435520.0443306714
Charulata,1964,India,424000000.0,631056704.1120478
I Am Heath Ledger,2017,Canada,983000000.0,711686884.2693791
The Entitled,2011,Canada,43000000.0,17816512.263739154
My Father's Glory,1990,France,46000000.0,77573910.62267113
The Clan of the Cave Bear,1986,USA,15000000.0,1953732.0
Just Before Dawn,1981,USA,45000000.0,39433860.090208
Secrets of the Saqqara Tomb,2020,United Kingdom,46000000.0,8193365.10320389
Creature Comforts,1989,United Kingdom,49000000.0,194228876.09168077
Godzilla vs. Destoroyah,1995,Japan,10000000.0,18000000.0
Atanarjuat: The Fast Runner,2001,Canada,1934000.0,3786801.0
Belladonna of Sadness,1973,Japan,4000000.0,5061985.167009089
San Andreas Quake,2015,USA,39000000.0,23535264.0974041
A Madea Christmas,2013,USA,47000000.0,53396354.0
Lost & Found,1999,USA,28000000.0,1070508.9049935373
The Steamroller and the Violin,1961,Soviet Union,239000000.0,600592411.9723325
Bad Tales,2020,Italy,16000000.0,22378502.726827163
Testament,1983,USA,1500000.0,2044892.0
Father Christmas Is Back,2021,United Kingdom,189000000.0,87232234.60197654
The Scout,1994,USA,86000000.0,84208189.72216402
Our Man Flint,1966,USA,19000000.0,164861079.32964766
Promise Me This,2007,Serbia,46000000.0,375832617.3408061
The Human Condition III: A Soldier's Prayer,1961,Japan,40000000.0,57398565.52316203
Sudden Fear,1952,USA,25000000.0,1583289.250858208
One Child Nation,2019,USA,652000000.0,1043485292.2159708
Clash by Night,1952,USA,66000000.0,100904952.4753649
Lemon Tree,2008,Germany,56000000.0,22884503.76554643
Graves End,2005,USA,41000000.0,64363406.04685923
Thoroughly Modern Millie,1967,USA,87000000.0,495119009.89480805
Life of a King,2013,USA,24000000.0,45271754.68963854
A Day in the Country,1946,France,48000000.0,168848804.4652264
The Second Renaissance Part II,2003,USA,34000000.0,29725245.480073754
Zama,2017,Argentina,97000000.0,197928270.568057
The Unbelievers,2013,USA,71000000.0,26836500.294214934
Henry V,1944,United Kingdom,9000000.0,10176701.0
Grbavica: The Land of My Dreams,2006,Bosnia and Herzegovina,46000000.0,180731864.69742242
A Fortunate Man,2018,Denmark,43000000.0,84867857.14794683
Water Drops on Burning Rocks,2000,France,72000000.0,249517066.1276815
The Head Hunter,2018,USA,30000.0,44652.0
10th & Wolf,2006,USA,8000000.0,143451.0
Ugramm,2014,India,564155.0,4231162.0
Valley of Angels,2008,USA,48000000.0,75534541.42975762
A Touch of Zen,1971,China,39000000.0,61108423.34772635
The Last Ottoman: Knockout Ali,2007,Turkey,18000000.0,28339691.054922298
Desert Hearts,1985,USA,350000.0,2400000.0
Silver Skates,2020,Russia,7000000.0,67356059.84345123
The Fugitive Kind,1960,USA,64000000.0,292810169.73486483
Babysitting 2,2015,France,9458736.0,24563629.0
Mulan: Rise of a Warrior,2009,China,12000000.0,13380561.0
Fulltime Killer,2001,China,37000000.0,57659674.335092895
Burnt Money,2000,Argentina,15000000.0,56283132.875552505
Silent Light,2007,Mexico,4000000.0,5974493.040895055
No Holds Barred,1989,USA,8000000.0,16093651.0
Blue Iguana,2018,United Kingdom,15000000.0,13795116.779382503
Fyre Fraud,2019,USA,47000000.0,195319932.04040366
People Will Talk,1951,USA,12000000.0,988954.6354713108
Don't Blink,2014,USA,66000000.0,7990314.781096291
Aadukalam,2011,India,4000000.0,6000000.0
Center of My World,2016,Germany,90000000.0,54151027.97767591
The Vampire Lovers,1970,United Kingdom,70000000.0,131227282.54957478
Percentage,2014,USA,20000000.0,76929698.99191636
Train,2008,USA,392000000.0,25260719.873520404
Caesar Must Die,2012,Italy,81000000.0,52675441.22798511
Godzilla vs. King Ghidorah,1991,Japan,12000000.0,11000000.0
Slumber Party Massacre II,1987,USA,5000000.0,6468747.44848725
The Harder They Come,1972,Jamaica,21000000.0,1851199.2257393138
Hollow,2011,United Kingdom,77000000.0,29985731.988989886
Deep End,1970,United Kingdom,42000000.0,64655966.98961362
Emperor of the North,1973,USA,742000000.0,516036178.23167413
Tarnation,2003,USA,218.0,1162014.0
Hopeful Notes,2010,USA,42000000.0,7262546.7824824015
